objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
42171,042171.jpg,,Elizabeth Bay. Ruins of old buildings,Edda Schoedder,1980-01-01,,ruins;diamond mining;ghost towns,Elisabeth Bay,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42172,042172.jpg,,Elizabeth Bay. Ruins of old buildings,Edda Schoedder,1980-01-01,,ruins;diamond mining;ghost towns,Elisabeth Bay,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42173,042173.jpg,,Elizabeth Bay. Ruins of old buildings,Edda Schoedder,1980-01-01,,ruins;diamond mining;ghost towns,Elisabeth Bay,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42096,042096.jpg,,Sperrgebiet. Bogenfels,Edda Schoedder,1980-01-01,,landscape features,Bogenfels,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42097,042097.jpg,,Sperrgebiet. Bogenfels,Edda Schoedder,1980-01-01,,landscape features,Bogenfels,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42098,042098.jpg,,Sperrgebiet. Bogenfels,Edda Schoedder,1980-01-01,,landscape features,Bogenfels,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42174,042174.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42175,042175.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42176,042176.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42177,042177.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42178,042178.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42179,042179.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42180,042180.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42181,042181.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42182,042182.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42183,042183.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42184,042184.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42185,042185.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42186,042186.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42187,042187.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42188,042188.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42189,042189.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42190,042190.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42191,042191.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42192,042192.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42193,042193.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42194,042194.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42195,042195.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42196,042196.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42197,042197.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42198,042198.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42199,042199.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42200,042200.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42201,042201.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42202,042202.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42203,042203.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42204,042204.jpg,,Charlottental. Ruins,Edda Schoedder,1980-01-01,Pictures of an old abandoned diamond mining town north east of Lderitz. Equipment as it was left by the miners,ruins;diamond mining;ghost towns,Charlottental,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42206,042206.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42207,042207.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42208,042208.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42209,042209.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42210,042210.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42211,042211.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42212,042212.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42213,042213.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42214,042214.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42215,042215.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42216,042216.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42217,042217.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42218,042218.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42219,042219.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42220,042220.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42221,042221.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42222,042222.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42223,042223.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42224,042224.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42225,042225.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42226,042226.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42227,042227.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42228,042228.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42229,042229.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42230,042230.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42231,042231.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42232,042232.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42233,042233.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42234,042234.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42235,042235.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42236,042236.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42237,042237.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42238,042238.jpg,,Namib Desert. Maltahhe,Edda Schoedder,1980-01-01,Randgebirge and desert,,Maltahhe,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42240,042240.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42241,042241.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42242,042242.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42243,042243.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42244,042244.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42245,042245.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42246,042246.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42247,042247.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42248,042248.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42249,042249.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42250,042250.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42251,042251.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42252,042252.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42253,042253.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42254,042254.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42255,042255.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42256,042256.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42257,042257.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42258,042258.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42259,042259.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42260,042260.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42261,042261.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42262,042262.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42263,042263.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42264,042264.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42265,042265.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42266,042266.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42267,042267.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
42268,042268.jpg,,Namib Desert and Sossusvlei,Edda Schoedder,1980-01-01,Aerial photos of parts of the Karas Region,,Sossusvlei,-27.37,16.154,Schoedder Collection,,Image;StillImage,image/jpeg,eng,Namibia Institute of Architects,http://dna.nust.na/copyright.html
